source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007599,hemostasis,3.771148360540565e-06,True,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",248,959,32,20972,0.03336809176225235,0.12903225806451613,query_1,['GO:0050878']
GO:BP,GO:0070371,ERK1 and ERK2 cascade,3.993734223293974e-06,True,"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]",300,959,36,20972,0.03753910323253389,0.12,query_1,['GO:0000165']
GO:BP,GO:0061333,renal tubule morphogenesis,4.330636641902362e-06,True,"""The process in which the renal tubule is generated by specification of cell fate, through the maintenance of cell polarity, regulated cell proliferation and morphogenetic cell rearrangements, shape changes and growth. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",82,959,17,20972,0.017726798748696558,0.2073170731707317,query_1,"['GO:0060562', 'GO:0061326']"
GO:BP,GO:0048732,gland development,4.713119789690624e-06,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",425,959,45,20972,0.04692387904066736,0.10588235294117647,query_1,['GO:0048513']
GO:BP,GO:0002694,regulation of leukocyte activation,5.174370763930974e-06,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",572,959,55,20972,0.05735140771637122,0.09615384615384616,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']"
REAC,REAC:R-HSA-1474244,Extracellular matrix organization,5.378869878883843e-06,True,Extracellular matrix organization,298,648,45,11056,0.06944444444444445,0.15100671140939598,query_1,['REAC:0000000']
GO:BP,GO:0006468,protein phosphorylation,5.635572883255817e-06,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",982,959,81,20972,0.08446298227320125,0.0824847250509165,query_1,"['GO:0016310', 'GO:0036211']"
GO:BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,5.817897204245992e-06,True,"""The series of molecular signals initiated by an extracellular ligand binding to a member of the transforming growth factor receptor superfamily, and ending with the regulation of a downstream cellular process, e.g. transcription."" [PMID:22651914, PMID:28096268]",345,959,39,20972,0.040667361835245046,0.11304347826086956,query_1,['GO:0007178']
GO:BP,GO:0043434,response to peptide hormone,5.856917981496442e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]",457,959,47,20972,0.049009384775808136,0.10284463894967177,query_1,"['GO:0009725', 'GO:1901698', 'GO:1901700']"
GO:BP,GO:0045765,regulation of angiogenesis,5.9497056401786554e-06,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",292,959,35,20972,0.0364963503649635,0.11986301369863013,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']"
REAC,REAC:R-HSA-162582,Signal Transduction,6.622562811336744e-06,True,Signal Transduction,2570,648,212,11056,0.3271604938271605,0.08249027237354085,query_1,['REAC:0000000']
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,6.770726273095244e-06,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",125,959,21,20972,0.021897810218978103,0.168,query_1,"['GO:0042127', 'GO:0048659']"
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,7.005531081666992e-06,True,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",268,959,33,20972,0.03441084462982273,0.12313432835820895,query_1,"['GO:0043491', 'GO:1902531']"
GO:BP,GO:0032868,response to insulin,7.390743111017368e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]",308,959,36,20972,0.03753910323253389,0.11688311688311688,query_1,['GO:0043434']
GO:BP,GO:0042327,positive regulation of phosphorylation,7.4475605120986645e-06,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",335,959,38,20972,0.03962460896767466,0.11343283582089553,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']"
GO:BP,GO:0048754,branching morphogenesis of an epithelial tube,7.484438708530254e-06,True,"""The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."" [GOC:dgh, GOC:dph, GOC:jid]",159,959,24,20972,0.02502606882168926,0.1509433962264151,query_1,"['GO:0035239', 'GO:0060562', 'GO:0061138']"
GO:BP,GO:0030850,prostate gland development,7.507579911132946e-06,True,"""The process whose specific outcome is the progression of the prostate gland over time, from its formation to the mature structure. The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid."" [PMID:11839751]",50,959,13,20972,0.013555787278415016,0.26,query_1,"['GO:0001655', 'GO:0048608', 'GO:0048732']"
GO:BP,GO:0060390,regulation of SMAD protein signal transduction,7.689756318910422e-06,True,"""Any process that modulates the rate, frequency or extent of SMAD protein signal transduction."" [GOC:BHF, GOC:dph, GOC:tb]",67,959,15,20972,0.01564129301355579,0.22388059701492538,query_1,"['GO:0060395', 'GO:1902531']"
GO:BP,GO:0001819,positive regulation of cytokine production,8.239537065640973e-06,True,"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",492,959,49,20972,0.051094890510948905,0.09959349593495935,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']"
GO:BP,GO:1901655,cellular response to ketone,8.649876001300037e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]",106,959,19,20972,0.01981230448383733,0.1792452830188679,query_1,"['GO:1901654', 'GO:1901701']"
GO:BP,GO:0031175,neuron projection development,8.662369886193605e-06,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1010,959,82,20972,0.08550573514077164,0.08118811881188119,query_1,"['GO:0048666', 'GO:0120036']"
GO:BP,GO:0030514,negative regulation of BMP signaling pathway,8.785089519211406e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway."" [GOC:go_curators]",59,959,14,20972,0.014598540145985401,0.23728813559322035,query_1,"['GO:0030509', 'GO:0030510', 'GO:0090101', 'GO:0090288']"
GO:BP,GO:0072078,nephron tubule morphogenesis,9.05361918724832e-06,True,"""The process in which the anatomical structures of a nephron tubule are generated and organized. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",77,959,16,20972,0.016684045881126174,0.2077922077922078,query_1,"['GO:0061333', 'GO:0072080', 'GO:0072088']"
GO:BP,GO:0048659,smooth muscle cell proliferation,9.756480666910038e-06,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",128,959,21,20972,0.021897810218978103,0.1640625,query_1,['GO:0033002']
GO:BP,GO:0001659,temperature homeostasis,9.77856259382286e-06,True,"""A homeostatic process in which an organism modulates its internal body temperature."" [GOC:jl]",197,959,27,20972,0.028154327424400417,0.13705583756345177,query_1,['GO:0048871']
GO:BP,GO:2000377,regulation of reactive oxygen species metabolic process,9.77856259382286e-06,True,"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]",139,959,22,20972,0.022940563086548488,0.15827338129496402,query_1,"['GO:0019222', 'GO:0072593']"
GO:BP,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,1.0709529381958307e-05,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",368,959,40,20972,0.04171011470281543,0.10869565217391304,query_1,['GO:0007167']
GO:BP,GO:0048285,organelle fission,1.0763719177611264e-05,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",497,959,49,20972,0.051094890510948905,0.09859154929577464,query_1,['GO:0006996']
GO:BP,GO:0043068,positive regulation of programmed cell death,1.0990103635056127e-05,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",527,959,51,20972,0.053180396246089674,0.0967741935483871,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']"
GO:BP,GO:0045596,negative regulation of cell differentiation,1.1723863819503184e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",665,959,60,20972,0.06256517205422316,0.09022556390977443,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']"
GO:BP,GO:0032943,mononuclear cell proliferation,1.24256064444576e-05,True,"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]",302,959,35,20972,0.0364963503649635,0.11589403973509933,query_1,['GO:0070661']
GO:BP,GO:0072088,nephron epithelium morphogenesis,1.2671078839471726e-05,True,"""The process in which the anatomical structures of the nephron epithelium are generated and organized. The nephron epithelium is a tissue that covers the surface of a nephron."" [GOC:mtg_kidney_jan10]",79,959,16,20972,0.016684045881126174,0.20253164556962025,query_1,"['GO:0002009', 'GO:0072009', 'GO:0072028']"
GO:BP,GO:0007010,cytoskeleton organization,1.3074880812729586e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",1534,959,112,20972,0.11678832116788321,0.07301173402868318,query_1,['GO:0006996']
GO:BP,GO:0044344,cellular response to fibroblast growth factor stimulus,1.3313562339086955e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an fibroblast growth factor stimulus."" [GOC:jl, GOC:yaf]",153,959,23,20972,0.023983315954118872,0.1503267973856209,query_1,"['GO:0071363', 'GO:0071774']"
GO:BP,GO:1903047,mitotic cell cycle process,1.3790728675776656e-05,True,"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",747,959,65,20972,0.06777893639207508,0.08701472556894244,query_1,"['GO:0000278', 'GO:0022402']"
GO:BP,GO:0002685,regulation of leukocyte migration,1.4408579953055531e-05,True,"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]",226,959,29,20972,0.03023983315954119,0.12831858407079647,query_1,"['GO:0002682', 'GO:0030334', 'GO:0050900']"
GO:BP,GO:0002237,response to molecule of bacterial origin,1.4432695618928756e-05,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]",345,959,38,20972,0.03962460896767466,0.11014492753623188,query_1,"['GO:0009617', 'GO:0043207']"
GO:BP,GO:0002062,chondrocyte differentiation,1.544387717209933e-05,True,"""The process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte. A chondrocyte is a polymorphic cell that forms cartilage."" [GOC:dph]",121,959,20,20972,0.020855057351407715,0.1652892561983471,query_1,"['GO:0030154', 'GO:0051216']"
GO:BP,GO:0072080,nephron tubule development,1.544387717209933e-05,True,"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",100,959,18,20972,0.018769551616266946,0.18,query_1,"['GO:0061326', 'GO:0072009']"
GO:BP,GO:0009792,embryo development ending in birth or egg hatching,1.5572648120058174e-05,True,"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",687,959,61,20972,0.06360792492179354,0.08879184861717612,query_1,['GO:0009790']
GO:BP,GO:0055082,intracellular chemical homeostasis,1.638104330471316e-05,True,"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]",626,959,57,20972,0.05943691345151199,0.09105431309904154,query_1,"['GO:0019725', 'GO:0048878']"
GO:BP,GO:0072593,reactive oxygen species metabolic process,1.6971587852917254e-05,True,"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]",228,959,29,20972,0.03023983315954119,0.12719298245614036,query_1,['GO:0008152']
GO:BP,GO:0072028,nephron morphogenesis,1.740565105597091e-05,True,"""The process in which the anatomical structures of the nephron are generated and organized. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]",81,959,16,20972,0.016684045881126174,0.19753086419753085,query_1,"['GO:0009653', 'GO:0060993', 'GO:0072006']"
GO:BP,GO:0048729,tissue morphogenesis,1.7407310454560285e-05,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",612,959,56,20972,0.058394160583941604,0.0915032679738562,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0032330,regulation of chondrocyte differentiation,1.782475775597088e-05,True,"""Any process that modulates the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]",54,959,13,20972,0.013555787278415016,0.24074074074074073,query_1,"['GO:0002062', 'GO:0045595', 'GO:0061035']"
GO:BP,GO:0002683,negative regulation of immune system process,1.8219504401606786e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]",522,959,50,20972,0.05213764337851929,0.09578544061302682,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048519']"
GO:BP,GO:0000280,nuclear division,2.0260789068527348e-05,True,"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]",450,959,45,20972,0.04692387904066736,0.1,query_1,['GO:0048285']
GO:BP,GO:0006897,endocytosis,2.125829611140954e-05,True,"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",694,959,61,20972,0.06360792492179354,0.08789625360230548,query_1,"['GO:0016192', 'GO:0098657']"
GO:BP,GO:0003018,vascular process in circulatory system,2.1920090059212648e-05,True,"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]",270,959,32,20972,0.03336809176225235,0.11851851851851852,query_1,['GO:0003013']
GO:BP,GO:0008015,blood circulation,2.2399833015145812e-05,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",511,959,49,20972,0.051094890510948905,0.0958904109589041,query_1,['GO:0003013']
GO:BP,GO:0120254,olefinic compound metabolic process,2.2399833015145812e-05,True,"""The chemical reactions and pathways involving an olefinic compound, any compound which contains a carbon-carbon double bond (aka C=C)."" [GOC:krc]",158,959,23,20972,0.023983315954118872,0.14556962025316456,query_1,['GO:0008152']
GO:BP,GO:0043065,positive regulation of apoptotic process,2.3624631077546977e-05,True,"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",512,959,49,20972,0.051094890510948905,0.095703125,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043068']"
GO:BP,GO:0051783,regulation of nuclear division,2.3702343384831225e-05,True,"""Any process that modulates the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",147,959,22,20972,0.022940563086548488,0.14965986394557823,query_1,"['GO:0000280', 'GO:0033043']"
GO:BP,GO:0070661,leukocyte proliferation,2.3881439539631265e-05,True,"""The expansion of a leukocyte population by cell division."" [GOC:add]",339,959,37,20972,0.03858185610010428,0.10914454277286136,query_1,['GO:0008283']
GO:BP,GO:0022414,reproductive process,2.46881983309228e-05,True,"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]",1592,959,114,20972,0.11887382690302398,0.07160804020100503,query_1,['GO:0008150']
GO:BP,GO:0061036,positive regulation of cartilage development,2.46881983309228e-05,True,"""Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]",32,959,10,20972,0.010427528675703858,0.3125,query_1,"['GO:0051094', 'GO:0051216', 'GO:0051240', 'GO:0061035']"
GO:BP,GO:0007160,cell-matrix adhesion,2.5325414536441535e-05,True,"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]",233,959,29,20972,0.03023983315954119,0.12446351931330472,query_1,['GO:0031589']
GO:BP,GO:0032946,positive regulation of mononuclear cell proliferation,2.6208788445904106e-05,True,"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",148,959,22,20972,0.022940563086548488,0.14864864864864866,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070665']"
GO:BP,GO:0010975,regulation of neuron projection development,2.662430022200787e-05,True,"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]",426,959,43,20972,0.04483837330552659,0.10093896713615023,query_1,"['GO:0031175', 'GO:0120035']"
GO:BP,GO:0007507,heart development,2.728204691336329e-05,True,"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]",591,959,54,20972,0.056308654848800835,0.09137055837563451,query_1,"['GO:0048513', 'GO:0072359']"
GO:BP,GO:0030036,actin cytoskeleton organization,2.728204691336329e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",716,959,62,20972,0.06465067778936393,0.08659217877094973,query_1,"['GO:0007010', 'GO:0030029']"
GO:BP,GO:0043009,chordate embryonic development,2.7592411967902262e-05,True,"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]",669,959,59,20972,0.061522419186652764,0.08819133034379671,query_1,['GO:0009792']
GO:BP,GO:0051174,regulation of phosphorus metabolic process,2.9530068367015937e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",702,959,61,20972,0.06360792492179354,0.0868945868945869,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0061326,renal tubule development,2.9763348636051417e-05,True,"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",105,959,18,20972,0.018769551616266946,0.17142857142857143,query_1,"['GO:0035295', 'GO:0060429', 'GO:0072001']"
GO:BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,2.9763348636051417e-05,True,"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]",161,959,23,20972,0.023983315954118872,0.14285714285714285,query_1,['GO:0065008']
GO:BP,GO:0071774,response to fibroblast growth factor,2.9763348636051417e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fibroblast growth factor stimulus."" [GOC:mah]",161,959,23,20972,0.023983315954118872,0.14285714285714285,query_1,['GO:0070848']
GO:BP,GO:0007423,sensory organ development,3.1198723403966993e-05,True,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",625,959,56,20972,0.058394160583941604,0.0896,query_1,['GO:0048513']
GO:BP,GO:0071674,mononuclear cell migration,3.130871008177041e-05,True,"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]",223,959,28,20972,0.029197080291970802,0.12556053811659193,query_1,['GO:0050900']
GO:BP,GO:0008286,insulin receptor signaling pathway,3.3115630994892734e-05,True,"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]",174,959,24,20972,0.02502606882168926,0.13793103448275862,query_1,"['GO:0007169', 'GO:0032869']"
GO:BP,GO:0051310,metaphase chromosome alignment,3.3673814340897504e-05,True,"""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [GOC:vw]",106,959,18,20972,0.018769551616266946,0.16981132075471697,query_1,"['GO:0050000', 'GO:0098813']"
GO:BP,GO:0032332,positive regulation of chondrocyte differentiation,3.4257625639081626e-05,True,"""Any process that activates or increases the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]",20,959,8,20972,0.008342022940563087,0.4,query_1,"['GO:0002062', 'GO:0032330', 'GO:0045597', 'GO:0061036']"
GO:BP,GO:0090287,regulation of cellular response to growth factor stimulus,3.6278756920862204e-05,True,"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]",318,959,35,20972,0.0364963503649635,0.11006289308176101,query_1,"['GO:0048583', 'GO:0071363']"
GO:BP,GO:0051249,regulation of lymphocyte activation,3.649620558458675e-05,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",506,959,48,20972,0.05005213764337852,0.09486166007905138,query_1,"['GO:0002694', 'GO:0046649']"
GO:BP,GO:0022612,gland morphogenesis,3.8158332010954316e-05,True,"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]",107,959,18,20972,0.018769551616266946,0.16822429906542055,query_1,"['GO:0009887', 'GO:0048732']"
GO:BP,GO:0030510,regulation of BMP signaling pathway,3.8158332010954316e-05,True,"""Any process that modulates the frequency, rate or extent of the activity of any BMP receptor signaling pathway."" [GOC:mah]",107,959,18,20972,0.018769551616266946,0.16822429906542055,query_1,"['GO:0030509', 'GO:0090092', 'GO:0090287']"
GO:BP,GO:0051726,regulation of cell cycle,3.9820044430715985e-05,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",1088,959,84,20972,0.08759124087591241,0.07720588235294118,query_1,"['GO:0007049', 'GO:0050794']"
GO:BP,GO:0032869,cellular response to insulin stimulus,3.9820044430715985e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]",252,959,30,20972,0.03128258602711158,0.11904761904761904,query_1,"['GO:0032868', 'GO:0071375']"
GO:BP,GO:0015850,organic hydroxy compound transport,4.215698375814986e-05,True,"""The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom."" [GOC:ai]",266,959,31,20972,0.03232533889468196,0.11654135338345864,query_1,['GO:0006810']
GO:BP,GO:0031128,developmental induction,4.2681825707428104e-05,True,"""A developmental process involving two tissues in which one tissue (the inducer) produces a signal that directs cell fate commitment of cells in the second tissue (the responder)."" [GOC:cjm, GOC:dph, GOC:mah, PMID:24503535]",34,959,10,20972,0.010427528675703858,0.29411764705882354,query_1,['GO:0032502']
GO:BP,GO:0046320,regulation of fatty acid oxidation,4.2681825707428104e-05,True,"""Any process that modulates the frequency, rate or extent of fatty acid oxidation."" [GOC:ai]",34,959,10,20972,0.010427528675703858,0.29411764705882354,query_1,"['GO:0019217', 'GO:0019395']"
GO:BP,GO:0010564,regulation of cell cycle process,4.431047829111128e-05,True,"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",728,959,62,20972,0.06465067778936393,0.08516483516483517,query_1,"['GO:0022402', 'GO:0051726']"
GO:BP,GO:0042445,hormone metabolic process,4.6529181096358085e-05,True,"""The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",241,959,29,20972,0.03023983315954119,0.12033195020746888,query_1,"['GO:0008152', 'GO:0010817']"
GO:BP,GO:0060993,kidney morphogenesis,4.6529181096358085e-05,True,"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]",98,959,17,20972,0.017726798748696558,0.17346938775510204,query_1,"['GO:0001822', 'GO:0009887']"
GO:BP,GO:0032102,negative regulation of response to external stimulus,4.7181209738862496e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",393,959,40,20972,0.04171011470281543,0.10178117048346055,query_1,"['GO:0009605', 'GO:0032101', 'GO:0048585']"
GO:BP,GO:0070665,positive regulation of leukocyte proliferation,4.7999791882441184e-05,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",166,959,23,20972,0.023983315954118872,0.13855421686746988,query_1,"['GO:0008284', 'GO:0070661', 'GO:0070663']"
GO:BP,GO:0046649,lymphocyte activation,4.807076811631527e-05,True,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",811,959,67,20972,0.06986444212721585,0.08261405672009864,query_1,['GO:0045321']
GO:BP,GO:0046651,lymphocyte proliferation,4.807076811631527e-05,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",295,959,33,20972,0.03441084462982273,0.11186440677966102,query_1,"['GO:0032943', 'GO:0046649']"
GO:BP,GO:0001934,positive regulation of protein phosphorylation,4.8813031322522126e-05,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",309,959,34,20972,0.035453597497393116,0.11003236245954692,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']"
