source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.0002026123955057953,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",702,520,38,20972,0.07307692307692308,0.05413105413105413,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0048812,neuron projection morphogenesis,0.0002026123955057953,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",648,520,36,20972,0.06923076923076923,0.05555555555555555,query_1,"['GO:0031175', 'GO:0120039']"
REAC,REAC:R-HSA-216083,Integrin cell surface interactions,0.0002077705806549715,True,Integrin cell surface interactions,84,322,13,11056,0.040372670807453416,0.15476190476190477,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0007411,axon guidance,0.0002100776012534164,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",234,520,19,20972,0.03653846153846154,0.0811965811965812,query_1,"['GO:0007409', 'GO:0097485']"
GO:BP,GO:0051179,localization,0.0002153909848086778,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",5493,520,181,20972,0.34807692307692306,0.032951028581831424,query_1,['GO:0008150']
GO:BP,GO:0046032,ADP catabolic process,0.00021780830974112093,True,"""The chemical reactions and pathways resulting in the breakdown of ADP, adenosine 5'-diphosphate."" [GOC:go_curators]",100,520,12,20972,0.023076923076923078,0.12,query_1,"['GO:0009154', 'GO:0009181', 'GO:0046031']"
GO:BP,GO:1902547,regulation of cellular response to vascular endothelial growth factor stimulus,0.00021780830974112093,True,"""Any process that modulates the frequency, rate or extent of cellular response to vascular endothelial growth factor stimulus."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17895370]",30,520,7,20972,0.013461538461538462,0.23333333333333334,query_1,"['GO:0035924', 'GO:0090287']"
GO:BP,GO:0097485,neuron projection guidance,0.0002184885476633919,True,"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]",235,520,19,20972,0.03653846153846154,0.08085106382978724,query_1,"['GO:0031175', 'GO:0048812']"
GO:BP,GO:0030324,lung development,0.00022711444187852443,True,"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]",194,520,17,20972,0.032692307692307694,0.08762886597938144,query_1,"['GO:0030323', 'GO:0048513', 'GO:0060541']"
GO:BP,GO:1901701,cellular response to oxygen-containing compound,0.00022711444187852443,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1194,520,55,20972,0.10576923076923077,0.046063651591289785,query_1,"['GO:0070887', 'GO:1901700']"
GO:BP,GO:0030199,collagen fibril organization,0.00022737707322611602,True,"""Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix."" [GOC:mah, ISBN:0815316194]",69,520,10,20972,0.019230769230769232,0.14492753623188406,query_1,['GO:0030198']
GO:BP,GO:0098773,skin epidermis development,0.00022737707322611602,True,"""The process whose specific outcome is the progression of the skin epidermis over time, from its formation to the mature structure."" [GOC:dos]",136,520,14,20972,0.026923076923076925,0.10294117647058823,query_1,"['GO:0008544', 'GO:0043588', 'GO:0060429']"
GO:BP,GO:0009132,nucleoside diphosphate metabolic process,0.00022737707322611602,True,"""The chemical reactions and pathways involving a nucleoside diphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",136,520,14,20972,0.026923076923076925,0.10294117647058823,query_1,['GO:0006753']
GO:BP,GO:0060348,bone development,0.00022737707322611602,True,"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]",215,520,18,20972,0.03461538461538462,0.08372093023255814,query_1,"['GO:0001501', 'GO:0048513']"
GO:BP,GO:0044089,positive regulation of cellular component biogenesis,0.00023325858657259334,True,"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",497,520,30,20972,0.057692307692307696,0.060362173038229376,query_1,"['GO:0044085', 'GO:0044087', 'GO:0048522']"
GO:BP,GO:0007369,gastrulation,0.00023521862478607694,True,"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]",195,520,17,20972,0.032692307692307694,0.08717948717948718,query_1,['GO:0048598']
GO:BP,GO:0008360,regulation of cell shape,0.00024281685320069635,True,"""Any process that modulates the surface configuration of a cell."" [GOC:dph, GOC:go_curators, GOC:tb]",137,520,14,20972,0.026923076923076925,0.10218978102189781,query_1,"['GO:0022604', 'GO:0065008']"
GO:BP,GO:0014706,striated muscle tissue development,0.0002458580779947855,True,"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]",399,520,26,20972,0.05,0.06516290726817042,query_1,['GO:0060537']
GO:BP,GO:0008544,epidermis development,0.0002556463812948083,True,"""The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:go_curators, UBERON:0001003]",400,520,26,20972,0.05,0.065,query_1,['GO:0009888']
GO:BP,GO:0099084,postsynaptic specialization organization,0.0002587975057779806,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic specialization, a structure that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:BHF, GOC:sjp, PMID:21525273, PMID:26834556]",56,520,9,20972,0.01730769230769231,0.16071428571428573,query_1,"['GO:0006996', 'GO:0099173']"
GO:BP,GO:0061620,glycolytic process through glucose-6-phosphate,0.0002587975057779806,True,"""The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, occurring through a glucose-6-phosphate intermediate, with the concomitant production of a small amount of ATP."" [GOC:dph, ISBN:0201090910, ISBN:0879010479]",21,520,6,20972,0.011538461538461539,0.2857142857142857,query_1,['GO:0061615']
GO:BP,GO:0043410,positive regulation of MAPK cascade,0.0002587975057779806,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",450,520,28,20972,0.05384615384615385,0.06222222222222222,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']"
GO:BP,GO:1901700,response to oxygen-containing compound,0.0002587975057779806,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1632,520,69,20972,0.1326923076923077,0.042279411764705885,query_1,['GO:0042221']
GO:BP,GO:0008285,negative regulation of cell population proliferation,0.0002603916376038207,True,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]",686,520,37,20972,0.07115384615384615,0.05393586005830904,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048523']"
GO:BP,GO:0009181,purine ribonucleoside diphosphate catabolic process,0.0002683032905829544,True,"""The chemical reactions and pathways resulting in the breakdown of purine ribonucleoside diphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",103,520,12,20972,0.023076923076923078,0.11650485436893204,query_1,"['GO:0009137', 'GO:0009179', 'GO:0009191']"
GO:BP,GO:0009137,purine nucleoside diphosphate catabolic process,0.0002683032905829544,True,"""The chemical reactions and pathways resulting in the breakdown of purine nucleoside diphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",103,520,12,20972,0.023076923076923078,0.11650485436893204,query_1,"['GO:0009134', 'GO:0009135']"
GO:BP,GO:0110053,regulation of actin filament organization,0.00026925827688937187,True,"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]",262,520,20,20972,0.038461538461538464,0.07633587786259542,query_1,"['GO:0007015', 'GO:0032956', 'GO:1902903']"
GO:BP,GO:0030323,respiratory tube development,0.00027091009554618367,True,"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]",198,520,17,20972,0.032692307692307694,0.08585858585858586,query_1,"['GO:0035295', 'GO:0048513']"
GO:BP,GO:1990778,protein localization to cell periphery,0.00027836179761474744,True,"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]",355,520,24,20972,0.046153846153846156,0.0676056338028169,query_1,['GO:0008104']
GO:BP,GO:0001667,ameboidal-type cell migration,0.00027836179761474744,True,"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]",241,520,19,20972,0.03653846153846154,0.07883817427385892,query_1,['GO:0016477']
GO:BP,GO:0016049,cell growth,0.00027836179761474744,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",478,520,29,20972,0.05576923076923077,0.060669456066945605,query_1,"['GO:0009987', 'GO:0040007']"
GO:BP,GO:0030855,epithelial cell differentiation,0.00028497881452614485,True,"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]",745,520,39,20972,0.075,0.052348993288590606,query_1,"['GO:0030154', 'GO:0060429']"
GO:BP,GO:0006195,purine nucleotide catabolic process,0.00028791085190596336,True,"""The chemical reactions and pathways resulting in the breakdown of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",140,520,14,20972,0.026923076923076925,0.1,query_1,"['GO:0006163', 'GO:0009166', 'GO:0072523']"
GO:BP,GO:0050679,positive regulation of epithelial cell proliferation,0.0002975545112204747,True,"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]",200,520,17,20972,0.032692307692307694,0.085,query_1,"['GO:0008284', 'GO:0050673', 'GO:0050678']"
GO:BP,GO:0060541,respiratory system development,0.0002975545112204747,True,"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]",221,520,18,20972,0.03461538461538462,0.08144796380090498,query_1,['GO:0048731']
GO:BP,GO:0051146,striated muscle cell differentiation,0.0002975545112204747,True,"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]",287,520,21,20972,0.04038461538461539,0.07317073170731707,query_1,['GO:0042692']
GO:BP,GO:0016043,cellular component organization,0.0003104834698211313,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",8325,520,254,20972,0.48846153846153845,0.03051051051051051,query_1,['GO:0071840']
GO:BP,GO:0042633,hair cycle,0.0003135448435379606,True,"""The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:go_curators, PMID:12230507]",123,520,13,20972,0.025,0.10569105691056911,query_1,['GO:0042303']
GO:BP,GO:0044087,regulation of cellular component biogenesis,0.0003135448435379606,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1006,520,48,20972,0.09230769230769231,0.04771371769383698,query_1,"['GO:0044085', 'GO:0050794']"
GO:BP,GO:0042303,molting cycle,0.0003135448435379606,True,"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]",123,520,13,20972,0.025,0.10569105691056911,query_1,['GO:0032501']
GO:BP,GO:0006897,endocytosis,0.0003135448435379606,True,"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",694,520,37,20972,0.07115384615384615,0.053314121037463975,query_1,"['GO:0016192', 'GO:0098657']"
GO:BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,0.00032307629678906153,True,"""Any process that modulates the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]",142,520,14,20972,0.026923076923076925,0.09859154929577464,query_1,"['GO:0071560', 'GO:0090287']"
GO:BP,GO:1903829,positive regulation of protein localization,0.00032307629678906153,True,"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",433,520,27,20972,0.051923076923076926,0.06235565819861432,query_1,"['GO:0008104', 'GO:0032880', 'GO:0048518']"
GO:BP,GO:0002159,desmosome assembly,0.00032307629678906153,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm."" [GOC:hjd, ISBN:0198506732]",7,520,4,20972,0.007692307692307693,0.5714285714285714,query_1,"['GO:0002934', 'GO:0007043']"
GO:BP,GO:0009191,ribonucleoside diphosphate catabolic process,0.0003297402827932567,True,"""The chemical reactions and pathways resulting in the breakdown of a ribonucleoside diphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",106,520,12,20972,0.023076923076923078,0.11320754716981132,query_1,"['GO:0009134', 'GO:0009185']"
GO:BP,GO:0014910,regulation of smooth muscle cell migration,0.0003582129764697577,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]",59,520,9,20972,0.01730769230769231,0.15254237288135594,query_1,"['GO:0014909', 'GO:0030334']"
GO:BP,GO:0014823,response to activity,0.00036070204023951676,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus."" [GOC:mtg_muscle]",74,520,10,20972,0.019230769230769232,0.13513513513513514,query_1,['GO:0050896']
GO:BP,GO:0043067,regulation of programmed cell death,0.00036185679361141435,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1467,520,63,20972,0.12115384615384615,0.04294478527607362,query_1,"['GO:0012501', 'GO:0050794']"
GO:BP,GO:0061564,axon development,0.00036415338016939714,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",513,520,30,20972,0.057692307692307696,0.05847953216374269,query_1,['GO:0031175']
GO:BP,GO:1902531,regulation of intracellular signal transduction,0.0003695823339058269,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1945,520,78,20972,0.15,0.04010282776349614,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:0042692,muscle cell differentiation,0.0003781001169832542,True,"""The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."" [CL:0000187, GOC:go_curators]",388,520,25,20972,0.04807692307692308,0.06443298969072164,query_1,"['GO:0030154', 'GO:0061061']"
GO:BP,GO:0009166,nucleotide catabolic process,0.0003796373690283615,True,"""The chemical reactions and pathways resulting in the breakdown of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]",164,520,15,20972,0.028846153846153848,0.09146341463414634,query_1,"['GO:0009117', 'GO:1901292']"
GO:BP,GO:0002934,desmosome organization,0.0003849246544421928,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm."" [GOC:hjd]",14,520,5,20972,0.009615384615384616,0.35714285714285715,query_1,['GO:0045216']
GO:BP,GO:0009134,nucleoside diphosphate catabolic process,0.00042168803376260635,True,"""The chemical reactions and pathways resulting in the breakdown of a nucleoside diphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",109,520,12,20972,0.023076923076923078,0.11009174311926606,query_1,"['GO:0009132', 'GO:1901292']"
GO:BP,GO:0060485,mesenchyme development,0.000426928358137114,True,"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]",319,520,22,20972,0.04230769230769231,0.06896551724137931,query_1,"['GO:0009888', 'GO:0048513']"
GO:BP,GO:0051234,establishment of localization,0.00044152214030185934,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",4804,520,160,20972,0.3076923076923077,0.03330557868442964,query_1,['GO:0051179']
GO:BP,GO:0008038,neuron recognition,0.00044773899260672396,True,"""The process in which a neuronal cell in a multicellular organism interprets its surroundings."" [GOC:go_curators]",47,520,8,20972,0.015384615384615385,0.1702127659574468,query_1,"['GO:0008037', 'GO:0048666']"
GO:BP,GO:0001704,formation of primary germ layer,0.00044773899260672396,True,"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]",128,520,13,20972,0.025,0.1015625,query_1,"['GO:0007369', 'GO:0048646']"
GO:BP,GO:0042391,regulation of membrane potential,0.0004535438002921098,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",443,520,27,20972,0.051923076923076926,0.060948081264108354,query_1,['GO:0065008']
GO:BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,0.00046453814477699293,True,"""The series of molecular signals initiated by an extracellular ligand binding to a member of the transforming growth factor receptor superfamily, and ending with the regulation of a downstream cellular process, e.g. transcription."" [PMID:22651914, PMID:28096268]",345,520,23,20972,0.04423076923076923,0.06666666666666667,query_1,['GO:0007178']
GO:BP,GO:0045595,regulation of cell differentiation,0.0005085274227448319,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1549,520,65,20972,0.125,0.04196255648805681,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']"
GO:BP,GO:0070371,ERK1 and ERK2 cascade,0.0005141668264653955,True,"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]",300,520,21,20972,0.04038461538461539,0.07,query_1,['GO:0000165']
GO:BP,GO:0042981,regulation of apoptotic process,0.0005275302146177235,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1426,520,61,20972,0.11730769230769231,0.042776998597475455,query_1,"['GO:0006915', 'GO:0043067']"
GO:BP,GO:0043588,skin development,0.0005471185927493758,True,"""The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."" [GOC:jl, UBERON:0002097]",325,520,22,20972,0.04230769230769231,0.06769230769230769,query_1,['GO:0048513']
GO:BP,GO:0009154,purine ribonucleotide catabolic process,0.0005572414788587597,True,"""The chemical reactions and pathways resulting in the breakdown of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",131,520,13,20972,0.025,0.09923664122137404,query_1,"['GO:0006195', 'GO:0009150', 'GO:0009261']"
GO:BP,GO:0001558,regulation of cell growth,0.0005645876233128726,True,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",399,520,25,20972,0.04807692307692308,0.06265664160401002,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']"
GO:BP,GO:0002009,morphogenesis of an epithelium,0.0005645876233128726,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",501,520,29,20972,0.05576923076923077,0.05788423153692615,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0060947,cardiac vascular smooth muscle cell differentiation,0.0005705312263974986,True,"""The process in which a relatively unspecialized cell acquires specialized features of a cardiac vascular smooth muscle cell. A cardiac vascular smooth muscle cell covers the heart vasculature and lacks transverse striations in its constituent fibers."" [GOC:mtg_heart]",8,520,4,20972,0.007692307692307693,0.5,query_1,"['GO:0035051', 'GO:0035886', 'GO:0060976']"
GO:BP,GO:0051046,regulation of secretion,0.0005731905222464475,True,"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]",608,520,33,20972,0.06346153846153846,0.054276315789473686,query_1,"['GO:0046903', 'GO:0051049']"
GO:BP,GO:0048732,gland development,0.0005789666499955368,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",425,520,26,20972,0.05,0.0611764705882353,query_1,['GO:0048513']
GO:BP,GO:0007409,axonogenesis,0.0006137340710478607,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",452,520,27,20972,0.051923076923076926,0.059734513274336286,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0061615,glycolytic process through fructose-6-phosphate,0.0006166612234899861,True,"""The chemical reactions and pathways resulting in the breakdown of a monosaccharide into pyruvate, occurring through a fructose-6-phosphate intermediate, with the concomitant production of ATP and NADH."" [GOC:dph, ISBN:0201090910, ISBN:0879010479]",25,520,6,20972,0.011538461538461539,0.24,query_1,['GO:0006096']
GO:BP,GO:0050927,positive regulation of positive chemotaxis,0.0006166612234899861,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]",25,520,6,20972,0.011538461538461539,0.24,query_1,"['GO:0050918', 'GO:0050921', 'GO:0050926']"
GO:BP,GO:0043408,regulation of MAPK cascade,0.0006166612234899861,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]",638,520,34,20972,0.06538461538461539,0.05329153605015674,query_1,"['GO:0000165', 'GO:1902531']"
GO:BP,GO:0032940,secretion by cell,0.0006237184702978729,True,"""The controlled release of a substance by a cell."" [GOC:mah]",835,520,41,20972,0.07884615384615384,0.04910179640718563,query_1,"['GO:0046903', 'GO:0140352']"
GO:BP,GO:0032535,regulation of cellular component size,0.0006240516889210746,True,"""A process that modulates the size of a cellular component."" [GOC:mah]",353,520,23,20972,0.04423076923076923,0.06515580736543909,query_1,"['GO:0016043', 'GO:0090066']"
GO:BP,GO:0072524,pyridine-containing compound metabolic process,0.0006337835153648613,True,"""The chemical reactions and pathways involving a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."" [GOC:mah]",173,520,15,20972,0.028846153846153848,0.08670520231213873,query_1,['GO:0008152']
GO:BP,GO:0006468,protein phosphorylation,0.0006337835153648613,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",982,520,46,20972,0.08846153846153847,0.04684317718940937,query_1,"['GO:0016310', 'GO:0036211']"
GO:BP,GO:0008284,positive regulation of cell population proliferation,0.0006337835153648613,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",923,520,44,20972,0.08461538461538462,0.047670639219934995,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']"
GO:BP,GO:0030900,forebrain development,0.0006337835153648613,True,"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [PMID:4975589, PMID:4992177]",403,520,25,20972,0.04807692307692308,0.062034739454094295,query_1,"['GO:0007420', 'GO:0048856']"
GO:BP,GO:0014812,muscle cell migration,0.0006337835153648613,True,"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]",80,520,10,20972,0.019230769230769232,0.125,query_1,['GO:0016477']
GO:BP,GO:0046850,regulation of bone remodeling,0.000649063204960041,True,"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]",50,520,8,20972,0.015384615384615385,0.16,query_1,"['GO:0034103', 'GO:0046849']"
GO:BP,GO:0070201,regulation of establishment of protein localization,0.0006579996716867799,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]",481,520,28,20972,0.05384615384615385,0.058212058212058215,query_1,"['GO:0032880', 'GO:0045184']"
GO:BP,GO:0045216,cell-cell junction organization,0.0006579996716867799,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",216,520,17,20972,0.032692307692307694,0.0787037037037037,query_1,['GO:0034330']
